Address; Name; Size
"$ 066B4"; "Codeword Tester: Function Monitoring: Safety Fuel Cutoff"; "1x1"
"$ 066B6"; "Codeword Tester: Computer Monitor: RAM"; "1x1"
"$ 066B8"; "Codeword Tester: Computer Monitor: ROM"; "1x1"
"$ 066BA"; "Codeword Tester: Computer Monitor: Reset"; "1x1"
"$ 066BC"; "Codeword Tester: Vehicle Speed"; "1x1"
"$ 066BE"; "Codeword Tester: Immobilizer Removable Code Tray"; "1x1"
"$ 066C0"; "Codeword Tester: Immobilizer"; "1x1"
"$ 066C2"; ""; "1x1"
"$ 00079"; "Codeword adaption control stroke in LR"; "1x1"
"$ 01538"; "dummy: start of table"; "1x1"
"$ 01539"; "Error class: tank diagnosis, AAV clogged"; "1x1"
"$ 0153A"; "Error class: ACC"; "1x1"
"$ 0153B"; "Error class: EGR valve power amp"; "1x1"
"$ 0153C"; "Error class: monitoring EGR flow"; "1x1"
"$ 0153D"; "Error class: exhaust valve power amplifier"; "1x1"
"$ 0153E"; "Error class: ASR intervention"; "1x1"
"$ 0153F"; "Error Class: Reference Marker"; "1x1"
"$ 01540"; "Error class: BRAKE (brake switch)"; "1x1"
"$ 01541"; "Error class: PWG movement"; "1x1"
"$ 01542"; "Error class: CAN timeout ACC message"; "1x1"
"$ 01543"; "Error class: CAN timeout ASC message"; "1x1"
"$ 01544"; "Error class: CAN timeout EGS message"; "1x1"
"$ 01545"; "Error class: CAN timeout message instrument cluster"; "1x1"
"$ 01546"; "Error class: DK Potentiometer"; "1x1"
"$ 01547"; "Error Class: Throttle 1. Poti"; "1x1"
"$ 01548"; "Error Class: Throttle Pot 2"; "1x1"
"$ 01549"; "Error class: intrusion sensor boost pressure"; "1x1"
"$ 0154A"; "Error class: Intake manifold pressure sensor"; "1x1"
"$ 0154B"; "Error Class: Ambient Pressure Sensor"; "1x1"
"$ 0154C"; ""; "1x1"
"$ 0154D"; "Error class: DV-E power amp"; "1x1"
"$ 0154E"; "Error class: DV-E error in spring test"; "1x1"
"$ 0154F"; "Error class: DV-E position deviation"; "1x1"
"$ 01550"; "Error class: DV-E error when checking emergency air position"; "1x1"
"$ 01551"; "Error class: DV-E control range"; "1x1"
"$ 01552"; "Error class: DV-E error during UMA learning"; "1x1"
"$ 01553"; "Error class: DV-E amplifier gain error"; "1x1"
"$ 01554"; "Error class: Anti-theft alarm system"; "1x1"
"$ 01,555"; ""; "1x1"
"$ 01556"; "Error class: ETS power amp"; "1x1"
"$ 01557"; "Error class: EV End call 1"; "1x1"
"$ 01558"; "Error class: EV power amplifier 2"; "1x1"
"$ 01559"; "Error class: EV power amplifier 3"; "1x1"
"$ 0155A"; "Error class: EV power amp 4"; "1x1"
"$ 0155B"; "Error class: EV power stage 5"; "1x1"
"$ 0155C"; "Error class: EV power amp 6"; "1x1"
"$ 0155D"; "Error class: EV power stage 7"; "1x1"
"$ 0155E"; "Error class: EV Amplifier 8"; "1x1"
"$ 0155F"; "Error class: Poti 1, accelerator pedal"; "1x1"
"$ 01560"; "Error class: Poti 2, accelerator pedal"; "1x1"
"$ 01561"; "Error class: Poti accelerator pedal"; "1x1"
"$ 01562"; "Error class: LR adaption upper range"; "1x1"
"$ 01563"; "Error class: LR-adaptation upper range Bank 2"; "1x1"
"$ 01564"; "Error class: LR adaption lower range"; "1x1"
"$ 01565"; "Error class: LR adaptation lower bank 2"; "1x1"
"$ 01566"; "Error class: LR deviation"; "1x1"
"$ 01567"; "Error Class: LR Deviation Bank 2"; "1x1"
"$ 01568"; "Error class: Lambda probe heating behind Kat"; "1x1"
"$ 01569"; "Error Code: Lambda Sensor 2 heater behind Cat"; "1x1"
"$ 0156A"; "Error class: Lambda probe heating in front of Kat"; "1x1"
"$ 0156B"; "Error class: heater Lambda probe 2 before Cat"; "1x1"
"$ 0156C"; "Error Class: Catalyst"; "1x1"
"$ 0156D"; "Error Class: Catalyst Bank 2"; "1x1"
"$ 0156E"; ""; "1x1"
"$ 0156F"; "Error class: compressor output stage"; "1x1"
"$ 01570"; "Error class: EKP relay power amplifier"; "1x1"
"$ 01571"; "Error class: knock control zero test"; "1x1"
"$ 01572"; "Error class: Knock control Offset"; "1x1"
"$ 01573"; "Error class: knock control test pulse"; "1x1"
"$ 01574"; "Error class: knock sensor 1"; "1x1"
"$ 01575"; "Error class: knock sensor 2"; "1x1"
"$ 01576"; "Error class: knock sensor 3"; "1x1"
"$ 01577"; "Error class: knock sensor 4"; "1x1"
"$ 01578"; "Error class: pedal encoder clutch"; "1x1"
"$ 01579"; "Error class: Lambda sensor aging behind Kat"; "1x1"
"$ 0157A"; "Error class: Lambda sensor aging behind Kat Bank2"; "1x1"
"$ 0157B"; "Error class: Lambda probe aging before Kat Tp"; "1x1"
"$ 0157C"; "Error class: Lambda probe aging before Kat Tp Bank2"; "1x1"
"$ 0157D"; "Error class: Lambda probe aging before Kat Tv"; "1x1"
"$ 0157E"; "Error class: Lambda probe aging before Kat Tv Bank2"; "1x1"
"$ 0157F"; "Error class: LDR clock valve power amp"; "1x1"
"$ 01580"; "Error class: Leak diagnosis pump"; "1x1"
"$ 01581"; "Error class: LDP power amp"; "1x1"
"$ 01582"; "Error Class: Idle Control"; "1x1"
"$ 01583"; "Error Class: Main Fill Signal"; "1x1"
"$ 01584"; "Error class: Lambda probe behind Kat"; "1x1"
"$ 01585"; "Error class: Lambda probe 2 behind Kat"; "1x1"
"$ 01586"; "Error class: Lambda probe before Kat"; "1x1"
"$ 01587"; "Error class: Lambda probe 2 before Cat"; "1x1"
"$ 01588"; "Error class: Inverted lambda probes before Kat"; "1x1"
"$ 01589"; "Error class: Motor fan power amp A"; "1x1"
"$ 0158A"; "Error Class: EV Air Circulation Valve Power Amplifier"; "1x1"
"$ 0158B"; "Error class: misfire, sum error (multiple)"; "1x1"
"$ 0158C"; "Error class: dropout Cyl. 1"; "1x1"
"$ 0158D"; "Error class: misfire cylinder 2"; "1x1"
"$ 0158E"; "Error class: misfire cylinder 3"; "1x1"
"$ 0158F"; "Error class: misfire cylinder 4"; "1x1"
"$ 01590"; "Error class: misfire cylinder 5"; "1x1"
"$ 01591"; "Error class: misfire cylinder 6"; "1x1"
"$ 01592"; "Error class: misfire cylinder 7"; "1x1"
"$ 01593"; "Error class: misfire cylinder 8"; "1x1"
"$ 01594"; "Error class: Torque limit target torque"; "1x1"
"$ 01595"; "Error class: multifunction steering wheel"; "1x1"
"$ 01596"; "Error Class: Speed ??Sensor"; "1x1"
"$ 01597"; "Error class: Camshaft control"; "1x1"
"$ 01598"; "Error class: camshaft control bank 2"; "1x1"
"$ 01599"; "Error Class: Camshaft Control Valve Power Amplifier"; "1x1"
"$ 0159A"; "Error Class: Camshaft Control Valve Power Bank 2"; "1x1"
"$ 0159B"; "Error class: Phase encoder"; "1x1"
"$ 0159C"; "Error class: phaser Bank 2"; "1x1"
"$ 0159D"; "Error class: LR adaption of additive range per time"; "1x1"
"$ 0159E"; "Error class: LR adaptation of additonal range per time Bank 2"; "1x1"
"$ 0159F"; "Error class: LR adaption additive range per ignition"; "1x1"
"$ 015A0"; "Error class: LR adaptation of the additonal range per ignition Bank 2"; "1x1"
"$ 015A1"; "Error class: secondary air pump power amplifier"; "1x1"
"$ 015A2"; "Error class: secondary air system"; "1x1"
"$ 015A3"; "Error Class: Secondary Air System, Bank 2"; "1x1"
"$ 015A4"; "Error Class: Tightness Secondary Air Valve"; "1x1"
"$ 015A5"; "Error Class: Leakage Secondary Air Valve, Bank 2"; "1x1"
"$ 015A6"; "Error Class: Secondary Air Valve Power Amplifier"; "1x1"
"$ 015A7"; "Error Class: Startup Automation Control"; "1x1"
"$ 015A8"; "Error class: Start relay output stage"; "1x1"
"$ 015A9"; "Error class: automatic start control"; "1x1"
"$ 015AA"; "Error class: bad-path detection acceleration sensor"; "1x1"
"$ 015AB"; "Error class: intake air temperature TANS (/ charge air -)"; "1x1"
"$ 015AC"; "Error class: tank diagnosis, TEV open"; "1x1"
"$ 015AD"; "Error Class: Tank Vent Clogged Line"; "1x1"
"$ 015AE"; "Error class: Tank diagnosis, fine leak"; "1x1"
"$ 015AF"; "Error class: Tank diagnosis, small leak"; "1x1"
"$ 015B0"; "Error Class: Tank Vent Valve"; "1x1"
"$ 015B1"; "Error Class: Tank Bleeder Valve Power Bank 2"; "1x1"
"$ 015B2"; "Error class: Temperature cooler output"; "1x1"
"$ 015B3"; "Error class: engine temperature TMOT"; "1x1"
"$ 015B4"; "Error class: Ambient temperature TUM"; "1x1"
"$ 015B5"; "Error class: Battery voltage UB (vehicle electrical system)"; "1x1"
"$ 015B6"; "Error class: Function monitoring: Torque comparison"; "1x1"
"$ 015B7"; "Error Class: Function Monitoring: Safety Fuel Shutdown"; "1x1"
"$ 015B8"; "Error class: Computer monitoring: RAM"; "1x1"
"$ 015B9"; "Error class: Computer monitoring: ROM"; "1x1"
"$ 015BA"; "Error class: Computer monitoring: Reset"; "1x1"
"$ 015BB"; "Error class: Speed ??signal"; "1x1"
"$ 015BC"; "Error Class: Immobilizer Variable Code Tray"; "1x1"
"$015BD";"Fehlerklasse: Wegfahrsperre";"1x1"
"$015BE";"Dummy: Tabellenende";"1x1"
"$0273D";"Codewort für Lambda - Regelung hinter Kat ein/aus";"1x1"
"$00068";"Codewort für Funktion O2-Kat-Ausräumen";"1x1"
"$00068";"Codewort für Funktion O2-Kat-Ausräumen";"1x1"
"$0A548";"Codewort Zwangseinschaltung LR gemäß CARB-Forderung";"1x1"
"$01C96";"Konfigurationsflag für die Auswertung des Kuplg.schalters in der LLR";"1x1"
"$0A42C";"Codewort zur Konfiguration von MDVER";"1x1"
"$09CE1";"Codewort für Umschaltung DKVS von HFM- auf P-System";"1x1"
"$0000C";"Codewort für Reduzierstufe ein/aus";"1x1"
"$01A48";"Codewort für BBFGR";"1x1"
"$00132";"Codewort zur Deaktivierung der Bewegungserkennung";"1x1"
"$02348";"";"1x1"
"$010B9";"Code für ASC-Überwachungsumschaltung";"1x1"
"$010B9";"Code für ASC-Überwachungsumschaltung";"1x1"
"$09CB4";"Codewort für Abschaltung der Funktion %DEGFE";"1x1"
"$01EF0";"Codewort Katalysator-Diagnose im OBDII-Mode (invers: Europa-Mode)";"1x1"
"$00182";"Codewort: KR-Diagnose Integratorsteigung";"1x1"
"$00183";"Codewort: KR-Diagnose Resetwert";"1x1"
"$00066";"Codewort: KR-Diagnose Testimpuls";"1x1"
"$00066";"Codewort: KR-Diagnose Testimpuls";"1x1"
"$0A3DA";"Codewort: Klopfsensordiagnose Sensor1";"1x1"
"$0A3DB";"Codewort: Klopfsensordiagnose Sensor 2";"1x1"
"$0A3DC";"Codewort: Klopfsensordiagnose Sensor 3";"1x1"
"$0A3DD";"Codewort: Klopfsensordiagnose Sensor 4";"1x1"
"$01EF1";"Codeword DKVS aktiv/inaktiv, CD..=0 -> keine Diagnose";"1x1"
"$09B12";"Codewort für Einmalprüfung Alterung Sonde vor KAT für Applikationszwecke";"1x1"
"$09B62";"Codewort für Einmalprüfung Alterung Sonde hinter KAT für Applikationszwecke";"1x1"
"$01DC8";"Codewort Sw-Schalter für Änderungsbegrenzung";"1x1"
"$096DE";"Codewort in der Diagnose Sekundärluftsystem";"1x1"
"$01EF2";"Codewort Tankentlüftungsdiagnose abschalten (EURO-Codierung), CD..=0 ->keine Dia";"1x1"
"$02361";"Codewort Abschaltung der DLDP";"1x1"
"$02361";"Codewort Abschaltung der DLDP";"1x1"
"$01ECB";"Codewort SW-Schalter für Integratorinit. bei VMAX-Regelung";"1x1"
"$01EF3";"Codewort zur Auswahl Filtervar. für die Ausgabe von AS.-Fehler an das Scan Tool";"1x1"
"$01B03";"Codewort zum setzen der Bits B_vbemg und B_wks";"1x1"
"$09713";"Codewort: Testereingriff Sekundärluftdiagnose";"1x1"
"$01A53";"Codewort für FGRMD";"1x1"
"$09B86";"Codewort für GGEGAS";"1x1"
"$0939F";"Codeword für Ri-Auswertung für Sonde hinter KAT (Heizung nicht voll ein)";"1x1"
"$09B79";"Codeword für Ri-Auswertung für Sonde vor KAT (Heizung nicht voll ein)";"1x1"
"$00167";"Codewort für %GGMFL (BMW, Auswertung Multifunktionslenkrad)";"1x1"
"$0A29B";"Codewort für Drehmomentenreserve bei Katheizen";"1x1"
"$0A241";"Codewort für Katheizsteuerung";"1x1"
"$0A52B";"Codewort für Konfiguration Abgasbehandlung";"1x1"
"$0A52C";"Codewort für Konfiguration Lambda Sonden";"1x1"
"$00056";"Codewort KR";"1x1"
"$01C9B";"Codewort für LLR-Momentenreserve";"1x1"
"$02349";"Codewort für Erkennung und Umschaltung Low Range Betrieb";"1x1"
"$00180";"Codewort Applikation ohne Drehmomentfunktionen";"1x1"
"$00180";"Codewort Applikation ohne Drehmomentfunktionen";"1x1"
"$00180";"Codewort Applikation ohne Drehmomentfunktionen";"1x1"
"$0018B";"Codewort MDKOG: Zündwinkelspätverstellung bei Unterdruckbegrenzung";"1x1"
"$01D6E";"Codewort für Drehmomentaufnahme des Wandlers";"1x1"
"$07AD4";"Codewort MSR-Überwachung nicht aktiv";"1x1"
"$0219B";"";"1x1"
"$0A52D";"Codewort Einstellen Leerlauf-Solldrehzahl mit Diagnosetester";"1x1"
"$01EF4";"Codewort für Konfiguration OBD Zertifikationsnachweis";"1x1"
"$01EF4";"Codewort für Konfiguration OBD Zertifikationsnachweis";"1x1"
"$09CCB";"Codewort Applikation Druckreferenz für Kraftstoffdruckregler";"1x1"
"$0A52F";"";"1x1"
"$0234A";"";"1x1"
"$01EF5";"Codewort für Sekundärluftsystem";"1x1"
"$01EF5";"Codewort für Sekundärluftsystem";"1x1"
"$02335";"Codewort für Ansteuerung Start-Relais - Automatik";"1x1"
"$02335";"Codewort für Ansteuerung Start-Relais - Automatik";"1x1"
"$02335";"Codewort für Ansteuerung Start-Relais - Automatik";"1x1"
"$0018C";"Codewort Zündwinkeleingriff bei TEV-Prüfung";"1x1"
"$01EF6";"Codewort für Konfiguration Temperaturfühler";"1x1"
"$01EF7";"Codewort für Uhr";"1x1"
"$00005";"Codewort für Deaktivierung VS_VERST (CWVSV = 0: VS_VERST nicht aktiv)";"1x1"
"$00005";"Codewort für Deaktivierung VS_VERST (CWVSV = 0: VS_VERST nicht aktiv)";"1x1"
"$00008";"Codewort ZW-Eingriffe für MD-Struktur aktiv";"1x1"
"$00009";"Codewort Zündwinkeleingriff bei VMAX-Begrenzung";"1x1"
"$00009";"Codewort Zündwinkeleingriff bei VMAX-Begrenzung";"1x1"
"$0234B";"";"1x1"
"$00097";"";"1x1"
"$042A4";"Schwelle Aktivierung D-Anteil (Geschwindigkeit) im unverstärkten Bereich";"1x1"
"$042A6";"Schwelle Aktivierung D-Anteil (Geschwindigkeit) im verstärkten Bereich";"1x1"
"$042A8";"Schwelle Aktivierung D-Anteil (Abweichung) im unverstärkten Bereich";"1x1"
"$042AA";"Schwelle Aktivierung D-Anteil (Abweichung) im verstärkten Bereich";"1x1"
"$0A3E0";"Anzahl der SAS-Phasen zur Erkennung LLS Fehler";"1x1"
"$01343";"Codewort DMD-Ausblendbedingungen abschalten - nur für Testzwecke !!!";"1x1"
"$009DC";"Delta FKMSDKMN zum Rücksetzen von B_fkmsmn";"1x1"
"$009DD";"Delta FKMSDKMX zum Rücksetzen von B_fkmsmx";"1x1"
"$009DE";"Delta FKPVDKMN zum Rücksetzen von B_fkpvmn";"1x1"
"$009DF";"Delta FKPVDKMX zum Rücksetzen von B_fkpvmx";"1x1"
"$0426E";"Min. Lambda-Abweichung für Bestimmung Stationärbedingung und ÜK-Adaption";"1x1"
"$09CE2";"Delta frm-schwelle für Erkennung der eingeschwungenen Grundadaption";"1x1"
"$04270";"Hub des Lambda-Regelfaktors (Sollwert)";"1x1"
"$010F6";"drehzahlabh. max. plausible Abweichungen der FSE-Werte";"8x1"
"$010FE";"Differenz der Adaptionswerte zum Auslösen eines Reset der fuel-on/-off adaption";"1x1"
"$09562";"Schwelle Gemischanteil Tankentlüftung zum Setzen Bit ""Hohe Beladung""";"1x1"
"$0B058";"Hysteresebreite Beladung für Umschaltung auf Dauertankentlüftung";"1x1"
"$0A545";"Codewort Down-Hill Erkennung dauernd aktiv";"1x1"
"$073AA";"max. zulässige Druckänderung während 100ms";"1x1"
"$0AD07";"Delta Integratorwert Batterieladebilanz";"6x1"
"$09B7A";"Delta Integratorwert Batterieladebilanz im Start";"1x1"
"$09B7B";"Delta Integratorwert Batterieladebilanz bei Nacht";"1x1"
"$019DC";"einmaliger Lauf bzw. Initialisierung der DKAT-Funktion";"1x1"
"$000A4";"zulässige Fehlerzeit für DK-Soll-/Istvergleich";"1x1"
"$06812";"min. Steigung des DK-Poti zur Umr. abs. auf rel. Winkel im worst case";"1x1"
"$05DEA";"Grenzwert der Integratorsteigung für Nulltest";"6x1"
"$00030";"Obere Drehzahlschwelle für Nulltest-Diagnose Klopfregelung";"1x1"
"$00030";"Obere Drehzahlschwelle für Nulltest-Diagnose Klopfregelung";"1x1"
"$00031";"Maximaler Offsetkompensationswert";"1x1"
"$00032";"Obere Drehzahlschwelle für Ermittlung Offsetkompensationswert";"1x1"
"$00184";"Untere Drehzahlschwelle für Ermittlung Offsetkompensationswert";"1x1"
"$0ACE2";"Delta-Lambda-Sollwert für elektrische Sonendiagnose hinter KAT (Kurztrip)";"1x1"
"$0ACC4";"Delta-Lambda-Sollwert (Fett) für Test Schwingungsprüfung hinter KAT";"1x1"
"$0ACC6";"Delta-Lambda-Sollwert (Mager) für Test Schwingungsprüfung hinter KAT";"1x1"
"$042AC";"DLR, obere Grenze zur Parameterumschaltung";"1x1"
"$042AE";"DLR, untere Grenze zur Parameterumschaltung";"1x1"
"$042B0";"";"1x1"
"$000A5";"DLR, I-Klein Parameter";"1x1"
"$042B2";"I-Anteil bei Inititialisierung der NLP-Funktion";"1x1"
"$000A6";"DLR, D-Parameter über NLP";"1x1"
"$000A7";"DLR, D-Parameter unter NLP (schwach)";"1x1"
"$000A8";"DLR, D-Parameter unter NLP (mittel)";"1x1"
"$000A9";"DLR, D-Parameter unter NLP (stark)";"1x1"
"$0012A";"DLR, P-Parameter über NLP";"1x1"
"$0012B";"DLR, P-Parameter unter NLP (schwach)";"1x1"
"$0012C";"DLR, P-Parameter unter NLP (mittel)";"1x1"
"$0012D";"DLR, P-Parameter unter NLP (stark)";"1x1"
"$0001E";"DLR, Faktor Kreisverstärkung";"1x1"
"$0001F";"DLR, Faktor Kreisverstärkung zur Zeit des Motorstarts";"1x1"
"$042B4";"Unschärfebereich für DK-Notluftposition";"1x1"
"$042B6";"zulässige Fehlerzeit 1 für DLR-Stellbereich am Anschlag";"1x1"
"$042B8";"zulässige Fehlerzeit 2 für DLR-Stellbereich am Anschlag";"1x1"
"$042BA";"max. zulässiges PWM-Tastverhältnis für DLR";"1x1"
"$042BC";"min. zulässiges PWM-Tastverhältnis für DLR";"1x1"
"$06814";"min. Schwelle für PWM-Tastverhältnis des DLR bei temp. UMA-Adapt.";"1x1"
"$02B5C";"DLR, Batterie Normalspannung";"1x1"
"$042BE";"Unsicherheitsband bei Sprung aus UMA-Bereich";"1x1"
"$042C0";"Vorladewert I-Anteil bei Sprung aus UMA-Bereich";"1x1"
"$06F08";"Dämpfung PT2-Filter Lastschlagdämpfung bei hohem Kupplungsmoment";"1x1"
"$01238";"Drehzahlabh. Laufunruhe-Referenz-Minimalwert 1";"8x1"
"$0A43E";"Maximal adaptierbares Delta-Verlustmoment pro Adaptionsphase Fahrst.+Kompr.";"1x1"
"$0A43F";"Maximal adaptierbares Delta-Verlustmoment pro Adaptionsphase mit Fahrstufe ein";"1x1"
"$0A440";"Maximal adaptierbares Delta-Verlustmoment pro Adaptionsphase Kompr.ein";"1x1"
"$0A441";"Maximal adaptierbares Delta-Verlustmoment pro Adaptionsphase ohne Last";"1x1"
"$0A442";"Minimal adaptierbares Delta-Verlustmoment Fahrstufe eingelegt + Kompressor ein";"1x1"
"$0A443";"Minimal adaptierbares Delta-Verlustmoment Fahrstufe eingelegt";"1x1"
"$0A444";"Minimal adaptierbares Delta-Verlustmoment Klimakompressor ein";"1x1"
"$0A445";"Minimal adaptierbares Delta-Verlustmoment ohne Last";"1x1"
"$0A446";"Maximal adaptierbares Delta-Verlustmoment Farstufe + Klimakompressor ein";"1x1"
"$0A447";"Maximal adaptierbares Delta-Verlustmoment Farstufe ein";"1x1"
"$0A448";"Maximal adaptierbares Delta-Verlustmoment Klimakompressor ein";"1x1"
"$0A449";"Maximal adaptierbares Delta-Verlustmoment ohne Last";"1x1"
"$0000B";"Deltamoment Aufregelung nach ASC-Fehler";"1x1"
"$0A6E8";"Delta-Moment Aufregelung nach Drehmomenteingriff";"8x1"
"$0AA1C";"obere Schwelle für Momenteneingriff Gangabhängig";"7x1"
"$0AA2A";"untere Schwelle für Momenteneingriff Gangabhängig";"7x1"
"$0A453";"Anfangswert Momentenfilter bei Klimakompressor Einschalten";"6x1"
"$0A436";"Delta Moment zur Nachstartkompensation";"8x1"
"$0B536";"delta Moment Dashpotende";"8x1"
"$06F0A";"Schwelle bei mimin-Sprung für Rücksetzen von B_fil";"1x1"
"$07396";"Delta Schwelle Füllungswunsch";"1x1"
"$0A3E1";"Maximale Integratorabweichung (Unterdrehzahl) für Diagnose LLR";"1x1"
"$0A3E2";"Maximale Integratorabweichung (Überdrehzahl) für Diagnose LLR";"1x1"
"$0A3E3";"Maximale Integratorabweichung (Überdrehzahl) für Diagnose LLR (2.Schwelle)";"1x1"
"$01CF6";"Sicherheitskonzept: obere Begrenzung für dmllri";"6x1"
"$06D16";"Untere Begrenzung für dmllr_w";"1x1"
"$01CFC";"Sicherheitskonzept: obere Begrenzung für dmllr";"6x1"
"$06D18";"untere Begrenzung für dmllrz_w";"1x1"
"$01D02";"obere Begrenzung für dmllrz_w";"6x1"
"$0B546";"Delta Moment Ende Lastschlagdämpfung";"8x1"
"$0B526";"LLR Adaptionsoffset bei FK";"1x1"
"$0B528";"LLR Adaptionsoffset bei FS";"1x1"
"$0B52A";"LLR Adaptionsoffset bei KO";"1x1"
"$0B52C";"LLR Adaptionsoffset bei LL";"1x1"
"$01C9C";"LLR: Abbaugeschwindigkeit der erhöhten Drehmomentreserve";"1x1"
"$01C9D";"LLR: Abbaugeschwindigkeit der erhöhten Drehmomentreserve";"1x1"
"$06D08";"Momentenreserve bei Servolenkung";"7x1"
"$0688A";"Delta Relatives Moment bei langsamer FGR-Abschaltung";"1x1"
"$0018D";"obere Hytereseschwelle Katheiz-Momentenreserve mit ZW-Eingriff";"1x1"
"$0018E";"Untere Hytereseschwelle Katheiz-Momentenreserve mit ZW-Eingriff";"1x1"
"$02F74";"Momentenreserve für Katalysator-Diagnose";"1x1"
"$0ACC8";"Momentenreserve für Diagnose Lambdasonden-Alterungsüberwachung hinter KAT";"1x1"
"$0ACE4";"Momentenreserve für Diagnose Lambdasonden hinter KAT";"1x1"
"$05EB8";"Kennlinie maximale Zunahme Massenstrom Tankentlüftung";"6x1"
"$01240";"Begrenzung bei max. Laufunruhe-Referenzwert-Änderung von dlurs";"1x1"
"$0112F";"Begrenzung bei max. Filter-Laufunruhe-Referenzwert-Änderung";"1x1"
"$01350";"Begrenzung bei max. Laufunruhe-Referenzwert-Änderung";"1x1"
"$0008C";"Drehzahlhysterese für AR aktiv";"1x1"
"$0A3E4";"Maxmimale Drehzahlabweichung (Unterdrehzahl) für Diagnose LLR";"1x1"
"$0A3E5";"Maxmimale Drehzahlabweichung (Überdrehzahl) für Diagnose LLR";"1x1"
"$04292";"obere Schwelle für Gradient des Filterausgangs ndfil";"1x1"
"$05ED4";"Delta Drehzahl für nmod-Initialisierung von Drehzahlgradient";"6x1"
